,KIC,group,ifpublish,ifradial,PTamp,PTeamp,PTlw,PTelw,PTfc,PTefc,PTlnK,PTelnK
6416,6033938,1.0,1.0,1.0,1.9780000000000002,0.18355,0.4925,0.1781,123.9984,0.0474,10.6764,1.3315
6417,6033938,2.0,1.0,1.0,2.6025,0.18105,0.3815,0.099,136.7923,0.0316,27.4026,1.6001
6418,6033938,3.0,1.0,1.0,4.9622,0.28165,0.2373,0.04195,150.0814,0.0162,103.9632,1.8955
6419,6033938,4.0,1.0,1.0,7.6927,0.5434,0.1378,0.02425,163.332,0.0108,213.8023,2.2461
6420,6033938,5.0,1.0,1.0,5.162999999999999,0.2734,0.2924,0.0479,176.6017,0.01865,85.0123,1.8288
6421,6033938,6.0,1.0,1.0,3.0142,0.1996,0.4332,0.10995,190.1114,0.03315,21.0809,1.5482
6422,6033938,7.0,1.0,1.0,2.6522,0.21385,0.9068,0.1852,203.9203,0.07965,3.3167,1.1506
6423,6034084,0.0,1.0,0.0,1.453,0.19005,0.5572,0.23585,95.7545,0.0706,3.9927,1.2261
6424,6034084,1.0,1.0,1.0,1.8283,0.18745,0.3224,0.1362,118.1195,0.03605,14.3464,1.4514
6425,6034084,2.0,1.0,1.0,2.3761,0.20025,0.14300000000000002,0.0386,129.5424,0.0151,51.3606,1.8189
6426,6034084,3.0,1.0,1.0,3.9659,0.2634,0.1908,0.03915,141.0434,0.01505,73.0178,1.8545
6427,6034084,4.0,1.0,1.0,3.0509,0.20385,0.2422,0.0574,152.4934,0.01995,42.9913,1.7824
6428,6034084,5.0,1.0,1.0,2.1398,0.18415,0.3089,0.10085,164.1873,0.03235,16.379,1.5115
6429,6034166,0.0,1.0,1.0,1.4292,0.1626,0.2184,0.0931,83.1902,0.0283,10.5576,1.5456
6430,6034166,1.0,1.0,1.0,1.8894,0.1787,0.127,0.0374,91.8243,0.0152,38.8373,1.7755
6431,6034166,2.0,1.0,1.0,3.6504,0.32785,0.0919,0.02235,100.8686,0.00955,98.9256,1.9853
6432,6034166,3.0,1.0,1.0,4.0044,0.2579,0.1864,0.0352,109.8182,0.0148,70.1952,1.8463
6433,6034166,4.0,1.0,1.0,2.9839,0.19765,0.223,0.0482,118.8569,0.0188,41.2847,1.7592
6434,6037948,0.0,1.0,0.0,1.1882,0.22885,0.8522,0.32095,126.0023,0.1886,1.064,0.9432
6435,6037948,1.0,1.0,1.0,1.2626,0.21899999999999997,0.3496,0.30735,155.6568,0.0588,3.4018,1.3619999999999999
6436,6037948,2.0,1.0,1.0,1.4824,0.1699,0.2153,0.0776,170.4645,0.0321,16.7835,1.8754
6437,6037948,3.0,1.0,1.0,2.9468,0.21085,0.2183,0.05355,185.513,0.0198,55.011,1.8017
6438,6037948,4.0,1.0,1.0,3.4491,0.2075,0.4115,0.08885,200.4311,0.02955,37.8001,1.6916
6439,6037948,5.0,1.0,1.0,2.2735,0.1994,0.4823,0.14245,215.5417,0.0509,12.8539,1.3588
6440,6038302,1.0,1.0,1.0,0.8276,0.1842,0.2756,0.1638,43.9323,0.07215,1.5774,1.1014
6441,6038302,2.0,1.0,1.0,1.177,0.15,0.1506,0.06445,49.713,0.0247,9.4282,1.5426
6442,6038302,3.0,1.0,1.0,2.365,0.2208,0.1024,0.03265,55.6195,0.0114,34.8448,1.8757
6443,6038302,4.0,1.0,1.0,3.4654,0.2509,0.1552,0.03605,61.7582,0.01345,39.221,1.8482
6444,6038302,5.0,1.0,1.0,3.0061,0.19875,0.2652,0.06355,67.8097,0.0217,19.0274,1.5788
6445,6038302,6.0,1.0,1.0,2.6628,0.18605,0.48200000000000004,0.0659,74.0061,0.0408,2.1826,1.3801
6446,6038302,7.0,1.0,1.0,1.7974,0.1685,0.3831,0.09975,80.3257,0.04375,5.8003,1.2579
6447,6041223,2.0,1.0,1.0,0.7886,0.17715,0.0681,0.09865,39.4443,0.0167,2.8777,1.5362
6448,6041223,3.0,1.0,1.0,2.0088,0.18505,0.1189,0.03175,44.6185,0.0141,31.3621,1.7562
6449,6041223,4.0,1.0,1.0,2.9675,0.24265,0.1213,0.0291,50.1276,0.0121,42.0494,1.8616
6450,6041223,5.0,1.0,1.0,4.0701,0.34365,0.102,0.0233,55.6087,0.00995,61.6719,1.9108
6451,6041223,6.0,1.0,1.0,3.1097,0.21165,0.2095,0.049,61.1319,0.01755,22.6884,1.6434
6452,6041223,7.0,1.0,1.0,1.9732,0.1756,0.2751,0.0865,66.8137,0.02875,9.3073,1.3059
6453,6042191,0.0,1.0,1.0,1.3649,0.20405,0.6997,0.2562,135.4621,0.14325,3.6193,1.0885
6454,6042191,1.0,1.0,1.0,1.8496,0.1658,0.2587,0.0756,148.1946,0.0299,23.6721,1.6497
6455,6042191,2.0,1.0,1.0,3.3710000000000004,0.2512,0.15,0.0335,161.3971,0.01375,90.0343,1.9061
6456,6042191,3.0,1.0,1.0,3.8311,0.2625,0.1749,0.03365,174.4412,0.01485,100.1408,1.8906
6457,6042191,4.0,1.0,1.0,2.9354,0.19675,0.3411,0.08199999999999999,187.6233,0.0272,30.1741,1.673
6458,6042191,5.0,1.0,1.0,1.8975,0.23055,0.9524,0.1729,200.8419,0.1587,1.3826,1.0886
6459,6043187,1.0,1.0,1.0,1.7243,0.1655,0.2279,0.0822,50.8971,0.02575,10.5467,1.4266
6460,6043187,2.0,1.0,1.0,2.6128,0.22715,0.1127,0.02835,57.0133,0.0121,48.7368,1.8719999999999999
6461,6043187,3.0,1.0,1.0,4.1087,0.35965,0.0954,0.0223,63.31399999999999,0.00955,72.3463,1.9691
6462,6043187,4.0,1.0,1.0,3.4359,0.2314,0.1855,0.03755,69.53699999999999,0.0155,39.825,1.8086
6463,6043187,5.0,1.0,1.0,2.2717,0.17935,0.4134,0.0952,75.9123,0.0376,5.8667,1.2919
6464,6043187,7.0,1.0,1.0,0.9089,0.1653,0.1468,0.11275,88.2685,0.0385,4.124,1.3776
6465,6044684,0.0,1.0,1.0,1.2536,0.1805,0.4419,0.1953,76.8513,0.07405,4.3714,1.2384
6466,6044684,1.0,1.0,1.0,1.2499,0.16225,0.1405,0.0707,85.7411,0.02115,11.8478,1.7912
6467,6044684,2.0,1.0,1.0,2.2193,0.18285,0.1643,0.0452,94.7959,0.01705,35.9225,1.8167
6468,6044684,3.0,1.0,1.0,2.9619999999999997,0.2075,0.1897,0.04365,104.1308,0.01645,46.8558,1.8171
6469,6044684,4.0,1.0,1.0,3.0468,0.21185,0.1944,0.0441,113.3377,0.0165,50.9838,1.8123
6470,6044684,5.0,1.0,1.0,2.5047,0.17875,0.5191,0.12245,122.7274,0.04365,11.7692,1.3022
6471,6044684,6.0,1.0,1.0,1.5504,0.19,0.6168,0.1589,132.1917,0.09235,1.7133,1.1587
6472,6057532,0.0,1.0,1.0,0.6614,0.19225,0.1925,0.1465,34.1985,0.07875,1.5551,1.0483
6473,6057532,1.0,1.0,1.0,1.6717,0.17305,0.1357,0.0482,38.8973,0.01745,15.0395,1.6109
6474,6057532,2.0,1.0,1.0,2.3280000000000003,0.2054,0.1337,0.03805,43.5117,0.0147,23.3465,1.7429
6475,6057532,3.0,1.0,1.0,2.7358,0.2276,0.1362,0.0379,48.4474,0.0141,25.0257,1.8442
6476,6057532,4.0,1.0,1.0,2.6562,0.19655,0.2575,0.06445,53.2891,0.02355,12.229000000000001,1.3352
6477,6057532,5.0,1.0,1.0,2.3151,0.1889,0.3179,0.07535,58.1005,0.0307,6.1911,1.2879
6478,6058104,0.0,1.0,1.0,1.5851,0.18395,0.2685,0.12025,145.1902,0.0322,16.4013,1.6142
6479,6058104,1.0,1.0,1.0,2.9954,0.21985,0.1781,0.04405,159.1468,0.0159,60.1965,1.8539
6480,6058104,2.0,1.0,1.0,4.3427,0.24235,0.2882,0.0537,173.2069,0.01935,70.7877,1.8284
6481,6058104,3.0,1.0,1.0,3.9552,0.22025,0.3838,0.0835,187.2535,0.0266,45.8055,1.7545
6482,6058104,4.0,1.0,1.0,2.7062,0.2079,0.6208,0.17300000000000001,201.4839,0.0518,12.489,1.2692
6483,6058104,5.0,1.0,0.0,1.0562,0.2224,0.1582,0.17955,230.0621,0.03805,4.9687,1.3998
6484,6058700,1.0,1.0,1.0,0.4883,0.1923,0.1886,0.1585,32.8036,0.08545,1.0619,1.0118
6485,6058700,2.0,1.0,1.0,0.5231,0.19265,0.0397,0.1446,38.0592,0.0222,2.4411,1.3405
6486,6058700,3.0,1.0,1.0,1.2991,0.1769,0.2761,0.12025,43.12,0.03935,2.5745,1.2509
6487,6058700,4.0,1.0,1.0,2.5023,0.2295,0.1131,0.03125,48.2606,0.01295,33.4416,1.8565
6488,6058700,5.0,1.0,1.0,3.5839999999999996,0.26265,0.1624,0.0377,53.6077,0.01475,29.9183,1.7894
6489,6058700,6.0,1.0,1.0,2.9916,0.2085,0.2514,0.0586,58.8809,0.0218,16.8391,1.5030000000000001
6490,6058700,7.0,1.0,1.0,1.9303,0.18725,0.3995,0.0728,64.3165,0.0514,3.822,1.2392
6491,6058700,9.0,1.0,1.0,0.9755,0.1768,0.2291,0.1248,74.7826,0.0533,2.9927,1.1694
6492,6060703,0.0,1.0,1.0,1.3122,0.1864,0.5668,0.23,82.1223,0.08375,3.247,1.1886
6493,6060703,1.0,1.0,1.0,1.5476,0.161,0.1904,0.0717,93.4086,0.0238,19.4202,1.7299
6494,6060703,2.0,1.0,1.0,2.5442,0.18395,0.5068,0.1388,104.1731,0.04095,14.2298,1.3806
6495,6060703,3.0,1.0,1.0,3.7238,0.20305,0.3426,0.06285,115.1832,0.02315,45.7418,1.7418
6496,6060703,4.0,1.0,1.0,5.7189,0.33445,0.2114,0.03515,126.4242,0.01465,105.6005,1.9346
6497,6060703,5.0,1.0,1.0,5.3873,0.28435,0.2875,0.0478,137.575,0.0183,73.7672,1.8508
6498,6060703,6.0,1.0,1.0,4.1139,0.21215,0.386,0.0656,148.9947,0.02505,44.7602,1.6955
6499,6060703,8.0,1.0,0.0,1.1671,0.24855,0.6144,0.26225,182.3605,0.1585,1.2526,0.943
6500,6060867,1.0,1.0,1.0,1.3912,0.15625,0.1287,0.0504,51.2815,0.0185,14.8327,1.703
6501,6060867,2.0,1.0,1.0,2.2755,0.1877,0.1468,0.04015,57.2823,0.0153,28.2393,1.7788
6502,6060867,3.0,1.0,1.0,3.7516,0.28565,0.1301,0.0291,63.6115,0.01185,55.4919,1.8784
6503,6060867,4.0,1.0,1.0,3.7635,0.26555,0.1553,0.0331,69.8168,0.0134,47.1544,1.8467
6504,6060867,5.0,1.0,1.0,2.4496,0.17725,0.2322,0.0559,76.1785,0.0213,20.265,1.5714
6505,6061176,0.0,1.0,1.0,1.27,0.1848,0.4951,0.22855,100.6183,0.0753,3.0389999999999997,1.2109999999999999
6506,6061176,1.0,1.0,1.0,1.6851,0.1966,0.4059,0.2005,111.2647,0.0456,4.1699,1.2775
6507,6061176,2.0,1.0,1.0,2.4475,0.18895,0.6113,0.16505,121.7556,0.0498,8.0825,1.2611
6508,6061176,3.0,1.0,1.0,2.9688,0.18215,0.4119,0.08725,132.558,0.0307,26.2946,1.5455
6509,6061176,4.0,1.0,1.0,3.4616,0.1929,0.4275,0.08155,143.4204,0.0296,30.4293,1.5987
6510,6061176,5.0,1.0,1.0,3.0826,0.1875,0.518,0.1066,154.1938,0.0387,22.1964,1.4305
6511,6061176,6.0,1.0,1.0,2.735,0.1975,0.8083,0.1198,165.0875,0.07235,6.0897,1.2103
6512,6061176,8.0,1.0,0.0,1.8155,0.21315,0.6834,0.1971,186.3699,0.0923,2.2049,1.1167
6513,6061867,0.0,1.0,1.0,1.29,0.1602,0.2448,0.1077,82.7562,0.0359,9.7486,1.5378
6514,6061867,1.0,1.0,1.0,1.8136,0.16345,0.3854,0.11645,92.2317,0.04135,11.4822,1.3259999999999998
6515,6061867,2.0,1.0,1.0,2.8556,0.2272,0.1403,0.03425,102.189,0.0134,64.0853,1.8428
6516,6061867,3.0,1.0,1.0,5.1797,0.35335,0.1502,0.0285,112.1381,0.01205,110.5417,1.9815
6517,6061867,4.0,1.0,1.0,4.039,0.23405,0.2493,0.04295,122.1003,0.0181,65.5481,1.8029
6518,6061867,5.0,1.0,1.0,2.7962,0.18765,0.7176,0.12095,132.3121,0.0556,5.8684,1.2742
6519,6067958,3.0,1.0,1.0,1.0034,0.15835,0.0827,0.0463,13.5873,0.01545,4.9892,1.4172
6520,6067958,4.0,1.0,1.0,2.1651,0.35700000000000004,0.0314,0.01435,15.6722,0.0056,27.1021,1.9843
6521,6067958,5.0,1.0,1.0,2.6681,0.2502,0.1118,0.03655,18.0238,0.0129,9.8722,1.4268
6522,6067958,6.0,1.0,1.0,2.3035,0.2303,0.0925,0.0304,20.2944,0.01125,12.3866,1.5718
6523,6070419,2.0,1.0,1.0,2.1166,0.16445,0.3207,0.0867,89.7848,0.0297,19.3273,1.5014
6524,6070419,3.0,1.0,1.0,2.8849,0.1947,0.2166,0.05065,99.3232,0.01825,42.6102,1.7933
6525,6070419,4.0,1.0,1.0,3.9819999999999998,0.2506,0.203,0.04145,109.0963,0.0153,61.4082,1.8478
6526,6070419,5.0,1.0,1.0,4.3589,0.24595,0.2533,0.04595,118.7478,0.0175,59.3654,1.8204
6527,6070419,6.0,1.0,1.0,3.2475,0.19225,0.3735,0.0757,128.6103,0.0267,28.0155,1.6103
6528,6100454,0.0,1.0,0.0,0.5633,0.21395,0.1106,0.2797,73.0632,0.08275,2.4206,1.2028
6529,6100454,1.0,1.0,1.0,1.0662,0.2153,0.5038,0.2721,84.4955,0.0956,1.2604,1.0811
6530,6100454,2.0,1.0,1.0,1.3893,0.15925,0.1665,0.0577,94.1297,0.02575,18.9145,1.7776
6531,6100454,3.0,1.0,1.0,2.1536,0.1921,0.1426,0.0385,104.1579,0.01675,44.9431,1.7653
6532,6100454,4.0,1.0,1.0,3.7714,0.2632,0.1741,0.03855,114.3554,0.015,67.0848,1.8709
6533,6100454,5.0,1.0,1.0,2.656,0.1934,0.2698,0.0735,124.4684,0.02345,26.1772,1.6752
6534,6100454,6.0,1.0,1.0,1.8291,0.1772,0.3715,0.12195,134.8172,0.04335,10.2939,1.3024
6535,6100524,0.0,1.0,1.0,0.6812,0.1573,0.0514,0.03635,60.3651,0.01485,5.8674,1.9275
6536,6100524,1.0,1.0,1.0,0.9319,0.1765,0.2746,0.1802,68.2823,0.0568,3.0727,1.217
6537,6100524,2.0,1.0,1.0,2.0133,0.1621,0.2317,0.05885,76.3907,0.02465,23.1656,1.6178
6538,6100524,3.0,1.0,1.0,4.8663,0.44035,0.0886,0.02075,84.7441,0.00895,117.6006,2.0508
6539,6100524,4.0,1.0,1.0,2.8108,0.2027,0.179,0.0372,92.9622,0.01685,51.0716,1.7727
6540,6100524,5.0,1.0,1.0,1.3042,0.16135,0.2497,0.10255,101.4921,0.0417,8.7614,1.4271
6541,6100524,6.0,1.0,0.0,0.5744,0.20425,0.1851,0.2577,109.1264,0.092,1.5563,1.0397
6542,6101471,0.0,1.0,1.0,1.4398,0.1505,0.2398,0.0722,84.8639,0.03515,16.6253,1.55
6543,6101471,1.0,1.0,1.0,1.8221,0.1708,0.1451,0.04255,93.854,0.01745,32.7964,1.7857
6544,6101471,2.0,1.0,1.0,3.4599,0.26755,0.1347,0.0305,103.1246,0.01235,75.6211,1.8736
6545,6101471,3.0,1.0,1.0,3.0256,0.21535,0.1802,0.038,112.228,0.0162,60.513000000000005,1.7922
6546,6101471,4.0,1.0,1.0,1.9348,0.1617,0.3257,0.08535,121.5835,0.03585,17.7044,1.4307
6547,6101471,5.0,1.0,1.0,1.0743,0.1947,0.2719,0.21855,131.0298,0.05355,1.2958,1.222
6548,6103082,0.0,1.0,0.0,0.8884,0.17755,0.1635,0.10615,154.8453,0.0459,5.7932,1.5556
6549,6103082,1.0,1.0,1.0,1.3191,0.20515,0.0641,0.03725,186.2181,0.0117,20.9856,2.5848
6550,6103082,2.0,1.0,1.0,2.9257,0.25535,0.1198,0.0304,202.6526,0.0131,88.9501,1.8721
6551,6103082,3.0,1.0,1.0,3.6054,0.2522,0.1912,0.03765,219.0021,0.0172,99.6688,1.8633
6552,6103082,4.0,1.0,1.0,3.4252,0.23955,0.2136,0.0445,235.3406,0.0193,80.574,1.7609
6553,6103082,5.0,1.0,1.0,1.6895,0.23845,0.4242,0.21,251.8849,0.0679,7.937,1.3642
6554,6113813,0.0,1.0,1.0,1.8319999999999999,0.17135,0.3911,0.12735,130.5933,0.0425,13.39,1.4179
6555,6113813,1.0,1.0,1.0,2.072,0.1797,0.4983,0.15635,142.8307,0.04815,11.6558,1.3093
6556,6113813,2.0,1.0,1.0,2.5659,0.1793,0.3538,0.0878,155.4689,0.02965,26.7933,1.5955
6557,6113813,3.0,1.0,1.0,3.1948,0.19635,0.3038,0.0616,168.1815,0.0235,46.8864,1.7326
6558,6113813,4.0,1.0,1.0,3.4336,0.19725,0.657,0.1265,180.6535,0.046,22.1354,1.3747
6559,6113813,5.0,1.0,1.0,2.64,0.20800000000000002,0.8865,0.16855,193.5905,0.0776,4.2862,1.1685
6560,6113813,6.0,1.0,1.0,2.2430000000000003,0.2201,0.8489,0.2034,206.3038,0.09175,2.2255,1.1307
6561,6115575,0.0,1.0,1.0,0.6519,0.1628,0.0687,0.0858,29.6627,0.02035,2.8521,1.3766
6562,6115575,1.0,1.0,1.0,0.9938,0.16265,0.1953,0.1102,34.4559,0.03445,3.7781,1.3492
6563,6115575,2.0,1.0,1.0,1.5085,0.1586,0.1998,0.07,39.0304,0.02555,9.5395,1.3840000000000001
6564,6115575,3.0,1.0,1.0,2.0965,0.175,0.2111,0.06105,43.6831,0.02175,12.6785,1.4129
6565,6115575,4.0,1.0,1.0,3.3093,0.26985,0.1155,0.02765,48.5827,0.01135,39.3681,1.8685
6566,6115575,5.0,1.0,1.0,3.0246,0.2066,0.3414,0.0671,53.3242,0.0278,7.4098,1.4105
6567,6115575,6.0,1.0,1.0,2.5386,0.18815,0.2487,0.064,58.3291,0.02225,12.3843,1.4647
6568,6115575,7.0,1.0,1.0,1.469,0.1674,0.3384,0.0797,63.3582,0.0507,3.4563,1.2657
6569,6117196,0.0,1.0,1.0,1.1101,0.1543,0.1202,0.0571,84.9331,0.021,12.6208,1.9905
6570,6117196,1.0,1.0,1.0,1.5634,0.16845,0.2858,0.1196,94.7017,0.0363,10.937999999999999,1.4528
6571,6117196,2.0,1.0,1.0,3.2369,0.21745,0.1895,0.0393,104.802,0.0161,64.699,1.8237
6572,6117196,3.0,1.0,1.0,5.3357,0.35815,0.1548,0.0288,115.0696,0.01205,114.4001,1.9884
6573,6117196,4.0,1.0,1.0,4.5309,0.23625,0.3172,0.0534,125.225,0.0204,54.3359,1.8001
6574,6117196,5.0,1.0,1.0,3.2875,0.18675,0.4542,0.08905,135.6529,0.03195,24.9014,1.5291
6575,6117517,0.0,1.0,1.0,0.7496,0.16235,0.1377,0.1023,83.9268,0.04,4.7878,1.4202
6576,6117517,1.0,1.0,1.0,1.7239,0.1741,0.3939,0.15245,93.6994,0.0422,7.5268,1.2947
6577,6117517,2.0,1.0,1.0,2.4686,0.1934,0.1573,0.03865,103.4445,0.0157,55.309,1.784
6578,6117517,3.0,1.0,1.0,5.495,0.4047,0.1251,0.0244,113.5993,0.01065,134.7781,2.073
6579,6117517,4.0,1.0,1.0,4.8038,0.26345,0.261,0.0439,123.6179,0.01745,68.8907,1.8419999999999999
6580,6117517,5.0,1.0,1.0,3.4376,0.19675,0.4003,0.0825,133.7741,0.02845,27.5574,1.6096
6581,6117517,6.0,1.0,1.0,2.3103,0.18305,0.7079,0.13475,144.0897,0.066,3.8218,1.1945
6582,6118479,0.0,1.0,1.0,1.0183,0.1809,0.1917,0.1277,48.3498,0.0379,3.3567,1.2787
6583,6118479,1.0,1.0,1.0,1.6356,0.21015,0.0884,0.0356,53.9612,0.01425,19.1988,1.7978
6584,6118479,2.0,1.0,1.0,2.4054,0.2025,0.2273,0.06155,59.9144,0.0241,16.3109,1.4722
6585,6118479,3.0,1.0,1.0,3.0686,0.24615,0.1829,0.04335,65.8253,0.01815,27.281999999999996,1.6440000000000001
6586,6118479,4.0,1.0,1.0,2.2027,0.1989,0.2592,0.08125,71.7327,0.02865,11.0863,1.4202
6587,6118479,5.0,1.0,1.0,1.5725,0.1905,0.3633,0.11565,77.7387,0.04975,1.9326,1.1095
6588,6118479,6.0,1.0,1.0,1.1886,0.19699999999999998,0.3561,0.121,83.4322,0.06925,3.0501,1.0847
6589,6118670,0.0,1.0,1.0,0.8946,0.1647,0.0837,0.06615,92.7271,0.0178,7.7921,1.9521
6590,6118670,1.0,1.0,1.0,1.7366,0.16045,0.3003,0.0939,103.5045,0.03535,16.8891,1.4998
6591,6118670,2.0,1.0,1.0,2.315,0.17,0.2569,0.06035,114.2744,0.02395,36.3055,1.6858
6592,6118670,3.0,1.0,1.0,4.8508,0.32995,0.1534,0.02985,125.4607,0.01225,113.7542,1.9706
6593,6118670,4.0,1.0,1.0,5.4581,0.3083,0.2332,0.0382,136.5207,0.01555,95.7787,1.8865
6594,6118670,5.0,1.0,1.0,3.6608,0.2003,0.3866,0.0717,147.7563,0.0263,36.7827,1.6654
6595,6118670,6.0,1.0,0.0,1.4702,0.21285,0.6144,0.23625,170.7199,0.0973,2.3593,1.1193
6596,6118789,2.0,1.0,1.0,1.6377,0.1948,0.0905,0.0312,40.2839,0.013999999999999999,22.5463,1.7148
6597,6118789,3.0,1.0,1.0,3.4152,0.3083,0.113,0.02885,45.2959,0.012,37.1195,1.8345
6598,6118789,4.0,1.0,1.0,3.4814,0.3038,0.11900000000000001,0.0305,50.2669,0.01235,34.3848,1.7904
6599,6118789,5.0,1.0,1.0,2.633,0.2241,0.1575,0.0441,55.2772,0.01685,20.352,1.6383
6600,6118789,7.0,1.0,1.0,0.9651,0.18325,0.268,0.1162,65.2445,0.05915,1.7479,1.0007
6601,6118941,1.0,1.0,1.0,2.7829,0.18405,0.4317,0.1006,97.2718,0.0333,20.552,1.4977
6602,6118941,2.0,1.0,1.0,4.1386,0.26655,0.2025,0.04115,107.7406,0.0162,73.3627,1.8752
6603,6118941,3.0,1.0,1.0,6.4589,0.4407,0.1592,0.02875,118.1958,0.0126,123.6056,1.9984
6604,6118941,4.0,1.0,1.0,3.7604,0.23875,0.2416,0.05065,128.7407,0.01915,51.547,1.7954
6605,6118941,5.0,1.0,1.0,2.4281,0.19095,0.5075,0.14005,139.5237,0.04595,11.3546,1.2846
6606,6118941,6.0,1.0,1.0,1.7326,0.21135,0.7486,0.14795,150.3923,0.09785,3.0222,1.1716
6607,6119179,0.0,1.0,1.0,1.3084,0.16425,0.2067,0.08655,139.5022,0.0336,13.6813,1.8116
6608,6119179,1.0,1.0,1.0,1.5898,0.1682,0.228,0.07975,152.7129,0.03175,18.5065,1.7162
6609,6119179,2.0,1.0,1.0,3.1008,0.2949,0.0868,0.02305,166.31400000000002,0.01,107.1211,1.9928
6610,6119179,3.0,1.0,1.0,2.6418,0.2108,0.1768,0.05065,179.7522,0.01715,39.949,1.864
6611,6119179,4.0,1.0,1.0,1.8894,0.19725,0.2249,0.0955,193.3508,0.02655,17.8693,1.6652
6612,6119774,0.0,1.0,1.0,0.9792,0.1775,0.3514,0.20475,79.7983,0.06945,3.505,1.166
6613,6119774,1.0,1.0,1.0,2.0842,0.1683,0.2156,0.0582,89.1011,0.0215,27.0189,1.7106
6614,6119774,2.0,1.0,1.0,2.8588,0.1789,0.3157,0.065,98.5487,0.0246,33.3522,1.6803
6615,6119774,3.0,1.0,1.0,4.4449,0.2899,0.1759,0.0337,108.209,0.01365,83.4378,1.8986
6616,6119774,4.0,1.0,1.0,4.5818,0.2714,0.2206,0.0393,117.7766,0.01585,72.6052,1.8199
6617,6119774,5.0,1.0,1.0,2.9989999999999997,0.1889,0.4995,0.11195,127.5872,0.03635,15.2764,1.3777
6618,6119774,6.0,1.0,1.0,2.1546,0.1794,0.4618,0.13285,137.4574,0.04495,10.1307,1.2602
6619,6122692,0.0,1.0,1.0,0.5625,0.2819,0.0111,0.02385,29.3669,0.00625,5.1838,1.9841
6620,6122692,1.0,1.0,1.0,1.2851,0.1861,0.0824,0.04825,34.0284,0.01405,10.7958,1.7616
6621,6122692,2.0,1.0,1.0,1.7456,0.1702,0.1702,0.0534,38.5439,0.0216,13.6781,1.5299
6622,6122692,3.0,1.0,1.0,3.4917,0.3371,0.0863,0.02335,43.3892,0.0096,46.0267,1.9698
6623,6122692,4.0,1.0,1.0,3.35,0.27325,0.1328,0.03315,48.1426,0.0128,30.2418,1.8194
6624,6122692,5.0,1.0,1.0,2.1289,0.18600000000000003,0.2263,0.06945,53.0663,0.02425,10.482000000000001,1.4374
6625,6122692,6.0,1.0,1.0,1.6154,0.17915,0.3529,0.07515,57.9769,0.04925,1.1191,1.2025
6626,6122831,0.0,1.0,1.0,1.5892,0.2104,0.5213,0.26635,121.0834,0.06035,5.4995,1.25
6627,6122831,1.0,1.0,1.0,2.0559,0.17965,0.3046,0.10865,133.5161,0.0292,18.9193,1.5736
6628,6122831,2.0,1.0,1.0,3.0222,0.24075,0.1332,0.03245,146.4061,0.0131,81.4384,1.8922
6629,6122831,3.0,1.0,1.0,4.5416,0.3249,0.1443,0.02965,159.3634,0.0121,128.9028,2.0116
6630,6122831,4.0,1.0,1.0,4.8605,0.3348,0.1545,0.02985,172.2802,0.01265,133.7128,2.01
6631,6122831,5.0,1.0,1.0,2.6644,0.1824,0.4116,0.0912,185.4579,0.03545,27.459,1.5349
6632,6122831,6.0,1.0,1.0,2.6632,0.205,0.9029,0.16875,198.7724,0.08055,4.3654,1.1425
6633,6122861,0.0,1.0,1.0,0.7283,0.15325,0.0639,0.0477,52.7332,0.01815,7.1553,1.8053
6634,6122861,1.0,1.0,1.0,1.2826,0.16925,0.3685,0.14835,59.6387,0.0522,3.4273,1.2458
6635,6122861,2.0,1.0,1.0,2.7865,0.22675,0.1326,0.0356,66.7893,0.01285,41.769,1.8519
6636,6122861,3.0,1.0,1.0,4.5801,0.33065,0.1369,0.0281,74.08,0.0116,73.2651,1.9265
6637,6122861,4.0,1.0,1.0,3.478,0.21705,0.2327,0.0481,81.3312,0.0178,34.9737,1.7402
6638,6122861,5.0,1.0,1.0,2.7201,0.1904,0.2514,0.06725,88.7764,0.02105,20.0838,1.6109
6639,6122861,6.0,1.0,1.0,1.9547,0.1716,0.5499,0.08995,96.2768,0.0608,1.254,1.21
6640,6123202,1.0,1.0,1.0,0.8325,0.1624,0.1968,0.11755,39.1006,0.0526,4.0215,1.1817
6641,6123202,2.0,1.0,1.0,1.4782,0.1634,0.11800000000000001,0.04665,44.1258,0.01615,12.5788,1.6837
6642,6123202,3.0,1.0,1.0,2.8748,0.22425,0.1433,0.03415,49.5603,0.0136,34.5548,1.8064
6643,6123202,4.0,1.0,1.0,3.6582,0.3032,0.1078,0.02505,54.997,0.01055,53.902,1.9097
6644,6123202,5.0,1.0,1.0,2.719,0.18715,0.258,0.05775,60.4496,0.02255,18.9307,1.5016
6645,6123202,6.0,1.0,1.0,2.5237,0.1854,0.442,0.05215,66.0542,0.0422,1.8266,1.3256
6646,6123202,7.0,1.0,1.0,1.402,0.17705,0.3702,0.09025,71.6579,0.045,4.4824,1.2697
6647,6124015,0.0,1.0,1.0,0.6637,0.1981,0.1058,0.2894,81.6684,0.0566,2.7429,1.2802
6648,6124015,1.0,1.0,1.0,0.8342,0.16995,0.1305,0.14105,92.8373,0.03105,4.7646,1.4861
6649,6124015,2.0,1.0,1.0,1.7257,0.16505,0.2538,0.09025,103.5718,0.0283,15.8831,1.5907
6650,6124015,3.0,1.0,1.0,2.0331,0.1676,0.33299999999999996,0.09455,114.4307,0.03255,18.0224,1.5146
