,KIC,group,ifpublish,ifradial,PTamp,PTeamp,PTlw,PTelw,PTfc,PTefc,PTlnK,PTelnK
12928,8379613,3.0,1.0,1.0,6.3916,0.40765,0.2085,0.03915,67.1662,0.0156,43.2402,1.8297
12929,8379613,4.0,1.0,1.0,2.4529,0.19605,0.3285,0.09385,73.8967,0.03105,11.241,1.3896
12930,8379613,5.0,1.0,1.0,2.2707,0.19175,0.4139,0.1083,80.6376,0.0389,5.1370000000000005,1.2699
12931,8379613,7.0,1.0,0.0,0.556,0.21915,0.2441,0.20715,93.5054,0.1079,1.1344,0.9827
12932,8385961,0.0,1.0,0.0,0.546,0.18775,0.1036,0.15385,28.211,0.0447,1.5443,1.0493
12933,8385961,1.0,1.0,0.0,0.9852,0.20255,0.1625,0.15875,38.8249,0.0305,2.1338,1.2774
12934,8385961,2.0,1.0,1.0,1.5181,0.17465,0.1846,0.0795,44.7613,0.0287,9.0155,1.3719
12935,8385961,3.0,1.0,1.0,3.2867,0.3303,0.0884,0.0237,50.2727,0.0104,51.0594,1.9135
12936,8385961,4.0,1.0,1.0,3.2635,0.2258,0.3689,0.0782,55.7323,0.0301,7.8852,1.3836
12937,8385961,5.0,1.0,1.0,2.9644,0.2425,0.1459,0.03355,61.356,0.01535,35.080999999999996,1.7759
12938,8385961,7.0,1.0,1.0,1.1982,0.19105,0.2665,0.1376,72.6401,0.0437,1.0999,1.197
12939,8386283,0.0,1.0,1.0,1.2776,0.1751,0.4904,0.1976,103.6354,0.0813,5.1331,1.2143
12940,8386283,1.0,1.0,1.0,1.8219999999999998,0.19145,0.6869,0.20015,114.4948,0.09335,5.2491,1.1673
12941,8386283,2.0,1.0,1.0,2.787,0.19295,0.2187,0.0479,125.4912,0.01885,50.187,1.7628
12942,8386283,3.0,1.0,1.0,3.3492,0.23725,0.1635,0.0364,136.6167,0.01435,73.9927,1.8524
12943,8386283,4.0,1.0,1.0,3.5011,0.2155,0.2399,0.0439,147.7519,0.01895,65.0216,1.7975
12944,8386283,5.0,1.0,1.0,2.4742,0.1939,0.7168,0.16355,158.9997,0.06195,5.9738,1.2148
12945,8386283,7.0,1.0,1.0,1.0438,0.23055,0.3876,0.3001,182.0101,0.0857,2.7696,1.0672
12946,8387668,0.0,1.0,1.0,1.0137,0.2121,0.1497,0.1447,183.7161,0.04795,6.1808,1.6755
12947,8387668,1.0,1.0,1.0,1.9347,0.2026,0.3238,0.13885,201.1592,0.0393,15.8693,1.6086
12948,8387668,2.0,1.0,1.0,2.6423,0.27745,0.078,0.02265,218.8767,0.01045,97.8437,1.8579
12949,8387668,3.0,1.0,1.0,4.0843,0.4721,0.0561,0.01685,236.4719,0.0073,170.7817,2.2437
12950,8387668,4.0,1.0,1.0,2.3859,0.22325,0.1613,0.04835,254.2291,0.01935,44.3044,1.7284
12951,8391175,0.0,1.0,1.0,0.7373,0.19355,0.2987,0.20475,55.8872,0.0775,1.8433,1.0248
12952,8391175,1.0,1.0,1.0,1.1368,0.1723,0.1525,0.10455,63.6069,0.02385,7.8624,1.5916
12953,8391175,2.0,1.0,1.0,1.662,0.1632,0.3295,0.1122,70.9418,0.03735,9.8507,1.3494
12954,8391175,3.0,1.0,1.0,2.6388,0.18425,0.2908,0.07615,78.5473,0.02385,19.1428,1.5646
12955,8391175,4.0,1.0,1.0,3.5746,0.25385,0.1573,0.03285,86.3362,0.01355,61.6015,1.8594
12956,8391175,5.0,1.0,1.0,3.6752,0.2325,0.2205,0.0438,93.9816,0.0169,44.0032,1.7999
12957,8391175,6.0,1.0,1.0,2.6014,0.18795,0.3869,0.1072,101.7826,0.0317,11.9277,1.4146
12958,8391175,7.0,1.0,1.0,1.8405,0.17475,0.5072,0.12025,109.7635,0.05785,3.9654,1.2615
12959,8391545,0.0,1.0,1.0,1.8009,0.1834,0.6046,0.2148,119.1959,0.06695,4.9527,1.2073
12960,8391545,1.0,1.0,1.0,2.0141,0.183,0.5228,0.1735,131.5716,0.05125,9.7674,1.2770000000000001
12961,8391545,2.0,1.0,1.0,3.4653,0.23965,0.1797,0.03975,144.2968,0.015,77.359,1.8655
12962,8391545,3.0,1.0,1.0,4.4086,0.2327,0.3329,0.0621,157.0486,0.0211,55.6991,1.8258
12963,8391545,4.0,1.0,1.0,3.2849,0.20105,0.3047,0.06685,169.7918,0.02285,38.5462,1.7543
12964,8391545,5.0,1.0,1.0,2.6343,0.18825,0.5969,0.1435,182.7368,0.05185,13.948,1.2790000000000001
12965,8393874,1.0,1.0,1.0,1.1114,0.198,0.4962,0.2843,116.7401,0.09105,2.5223,1.1223
12966,8393874,2.0,1.0,1.0,1.7078,0.19565,0.4661,0.20795,128.7562,0.0638,8.4925,1.2692
12967,8393874,3.0,1.0,1.0,2.923,0.20925,0.1821,0.04105,141.2954,0.0164,68.8272,1.8173
12968,8393874,4.0,1.0,1.0,4.1299,0.27215,0.1849,0.04,153.816,0.0144,83.7819,1.8852
12969,8393874,5.0,1.0,1.0,2.9828,0.20685,0.2398,0.06225,166.3012,0.0196,38.8882,1.8264
12970,8393874,6.0,1.0,1.0,1.8406,0.1912,0.4804,0.1682,178.9947,0.0586,8.6799,1.2642
12971,8393874,7.0,1.0,0.0,2.0468,0.2254,0.7363,0.22965,203.1442,0.08355,3.6578,1.1564
12972,8394175,0.0,1.0,1.0,1.071,0.19625,0.4059,0.2502,85.8187,0.07345,1.9574,1.1364
12973,8394175,1.0,1.0,1.0,1.6631,0.1696,0.2441,0.0903,95.7753,0.03075,12.9395,1.5644
12974,8394175,2.0,1.0,1.0,2.7818,0.2291,0.1371,0.03405,105.8664,0.0142,64.9157,1.8359999999999999
12975,8394175,3.0,1.0,1.0,4.955,0.40675,0.1138,0.02645,116.2618,0.0108,111.6382,2.0007
12976,8394175,4.0,1.0,1.0,4.5526,0.34315,0.1369,0.0277,126.5297,0.01235,104.7404,1.9707
12977,8394175,5.0,1.0,1.0,2.5719,0.1909,0.4697,0.12785,137.0318,0.04035,12.3673,1.3603
12978,8394175,6.0,1.0,1.0,2.0808,0.19355,0.6876,0.1544,147.6139,0.0762,3.602,1.1473
12979,8395153,0.0,1.0,1.0,0.6318,0.19305,0.0252,0.0308,33.5711,0.00945,5.8303,1.8406
12980,8395153,1.0,1.0,1.0,1.1347,0.156,0.221,0.0923,38.0915,0.03815,4.4526,1.1812
12981,8395153,2.0,1.0,1.0,2.2869,0.19295,0.1381,0.0384,42.6464,0.01465,21.644000000000002,1.716
12982,8395153,3.0,1.0,1.0,2.6971,0.23775,0.1069,0.02775,47.4082,0.0115,35.4399,1.8291
12983,8395153,4.0,1.0,1.0,2.9015,0.2052,0.2209,0.05545,52.085,0.01905,14.932,1.482
12984,8395153,5.0,1.0,1.0,2.2957,0.18585,0.3393,0.07125,56.8612,0.0312,3.5726,1.3635
12985,8409525,0.0,1.0,1.0,0.9002,0.1906,0.154,0.12895,168.0428,0.05035,6.1085,1.5762
12986,8409525,1.0,1.0,1.0,1.8061,0.18600000000000003,0.1895,0.0709,183.8375,0.02415,27.2284,1.828
12987,8409525,2.0,1.0,1.0,2.8114,0.2658,0.0972,0.0292,200.1049,0.01125,66.4217,1.8887
12988,8409525,3.0,1.0,1.0,3.7693,0.3054,0.1215,0.02995,216.2167,0.01175,110.6511,1.9731
12989,8409525,4.0,1.0,1.0,2.3855,0.2056,0.2071,0.05865,232.4814,0.023,39.5602,1.6892
12990,8409525,5.0,1.0,1.0,1.4895,0.2343,0.3695,0.1913,248.8663,0.0702,5.9702,1.3526
12991,8409750,0.0,1.0,1.0,1.4541,0.2179,0.8259,0.33515,145.495,0.12175,1.8692,1.111
12992,8409750,1.0,1.0,1.0,1.9736,0.22245,0.5964,0.2859,160.4453,0.05935,4.2747,1.2267
12993,8409750,2.0,1.0,1.0,2.6269,0.1953,0.262,0.07055,175.5744,0.0229,38.2036,1.7581
12994,8409750,3.0,1.0,1.0,4.0266,0.25135,0.2236,0.04485,191.1082,0.01695,92.0431,1.8637
12995,8409750,4.0,1.0,1.0,5.3374,0.3364,0.1914,0.0367,206.4843,0.0141,130.2934,1.9809999999999999
12996,8409750,5.0,1.0,1.0,3.8814,0.23535,0.272,0.05145,222.0001,0.0208,76.0693,1.7847
12997,8409750,6.0,1.0,1.0,2.4091,0.22275,0.6019,0.19185,237.7385,0.06125,12.2458,1.2291
12998,8410437,0.0,1.0,1.0,0.5223,0.1881,0.1645,0.1519,37.4577,0.0634,1.4428,0.98
12999,8410437,1.0,1.0,1.0,0.6409,0.18375,0.16399999999999998,0.1575,43.3591,0.0513,2.3969,1.1449
13000,8410437,2.0,1.0,1.0,1.7564,0.18905,0.0879,0.02995,49.0688,0.0117,28.1025,1.8845
13001,8410437,3.0,1.0,1.0,3.2063,0.3878,0.0508,0.01495,55.0488,0.006999999999999999,92.3664,2.0247
13002,8410437,4.0,1.0,1.0,4.0293,0.3509,0.095,0.0221,61.0629,0.0096,70.3542,1.9697
13003,8410437,5.0,1.0,1.0,2.7115,0.20755,0.1582,0.0372,67.1395,0.01495,32.9105,1.7898
13004,8410437,6.0,1.0,1.0,2.1243,0.1731,0.3781,0.0937,73.3934,0.0356,6.5439,1.3128
13005,8410437,7.0,1.0,1.0,0.9362,0.18375,0.2826,0.1536,79.6107,0.0576,1.2534,1.1516
13006,8414303,2.0,1.0,1.0,1.4253,0.166,0.255,0.1141,86.5913,0.0336,8.7417,1.4787
13007,8414303,3.0,1.0,1.0,3.2028,0.24885,0.1324,0.03195,95.8809,0.0123,69.3124,1.8888
13008,8414303,4.0,1.0,1.0,4.412,0.34515,0.11599999999999999,0.0247,105.3358,0.0106,113.9855,2.0027
13009,8414303,5.0,1.0,1.0,4.1396,0.2374,0.2611,0.04715,114.6369,0.0182,53.0818,1.7951
13010,8414303,6.0,1.0,1.0,2.7936,0.19335,0.5725,0.1343,124.2337,0.04235,9.111,1.3179
13011,8414340,0.0,1.0,1.0,1.3357,0.21585,0.2499,0.22375,81.0422,0.0338,3.6514,1.4047
13012,8414340,1.0,1.0,1.0,2.271,0.17635,0.444,0.1309,90.322,0.0382,11.8252,1.3537
13013,8414340,2.0,1.0,1.0,3.3133,0.20175,0.2628,0.05515,100.0784,0.01995,43.4512,1.7832
13014,8414340,3.0,1.0,1.0,5.3445,0.35285,0.1608,0.0294,109.8151,0.01245,107.537,1.9727
13015,8414340,4.0,1.0,1.0,3.8182,0.20925,0.3588,0.0684,119.6216,0.02375,33.9699,1.6911
13016,8414340,5.0,1.0,1.0,2.6382,0.1866,0.7041,0.12265,129.5343,0.0566,5.0772,1.2651
13017,8415501,1.0,1.0,1.0,1.1857,0.1565,0.1413,0.0631,25.4075,0.02295,5.9771,1.4104
13018,8415501,2.0,1.0,1.0,2.0764,0.20600000000000002,0.0939,0.0267,28.8828,0.01175,24.974,1.7366
13019,8415501,3.0,1.0,1.0,2.7847,0.2898,0.0718,0.02025,32.5326,0.0087,37.3883,1.9243
13020,8415501,4.0,1.0,1.0,2.4837,0.21875,0.1151,0.03065,36.1462,0.01265,22.6279,1.6967
13021,8415501,5.0,1.0,1.0,1.8702,0.1755,0.2836,0.05045,39.8338,0.03305,1.2718,1.2253
13022,8415729,0.0,1.0,1.0,0.7984,0.1862,0.0624,0.0908,38.75,0.01705,3.8189,1.5703
13023,8415729,1.0,1.0,1.0,0.8394,0.1729,0.059000000000000004,0.0473,44.581,0.0163,7.4425,1.7819
13024,8415729,2.0,1.0,1.0,1.4159,0.1815,0.3821,0.1077,50.3878,0.06815,5.7564,1.2077
13025,8415729,3.0,1.0,1.0,2.4019999999999997,0.2215,0.1273,0.03655,56.5768,0.01495,30.8941,1.8004
13026,8415729,4.0,1.0,1.0,4.4486,0.3338,0.1543,0.03255,62.7821,0.01365,47.7105,1.8038
13027,8415729,5.0,1.0,1.0,3.9771,0.3123,0.1466,0.0341,68.9239,0.01355,42.0921,1.8804
13028,8415729,6.0,1.0,1.0,2.6162,0.19595,0.384,0.08945,75.2986,0.0342,8.5354,1.3053
13029,8415729,7.0,1.0,1.0,1.5755,0.18915,0.4142,0.10345,81.7442,0.06185,2.9386,1.107
13030,8415729,8.0,1.0,0.0,0.9798,0.2149,0.3385,0.17375,87.3935,0.1019,1.1711,1.0521
13031,8418309,0.0,1.0,1.0,0.7124,0.1684,0.1245,0.1327,84.1805,0.03645,4.3125,1.3917
13032,8418309,1.0,1.0,1.0,1.8364,0.16425,0.1664,0.04745,93.8311,0.01955,31.2326,1.7601
13033,8418309,2.0,1.0,1.0,3.0556,0.23245,0.1455,0.0337,103.9569,0.01355,72.2649,1.8586
13034,8418309,3.0,1.0,1.0,5.0915,0.28265,0.2454,0.04125,114.0885,0.0166,77.9448,1.8604
13035,8418309,4.0,1.0,1.0,4.1879,0.24435,0.2364,0.0435,124.1624,0.01705,64.6875,1.8304
13036,8418309,5.0,1.0,1.0,2.4057,0.1712,0.4371,0.09815,134.60299999999998,0.0392,19.0915,1.4014
13037,8418615,0.0,1.0,1.0,1.0393,0.19185,0.077,0.0682,174.8034,0.0167,10.8137,2.1947
13038,8418615,1.0,1.0,1.0,1.5376,0.19045,0.0918,0.03445,191.1803,0.015,29.5951,2.1653
13039,8418615,2.0,1.0,1.0,3.2597,0.3191,0.0812,0.02285,208.0352,0.0095,121.8915,2.0207
13040,8418615,3.0,1.0,1.0,5.3762,0.43525,0.1107,0.0242,224.8197,0.0103,206.9013,2.2521
13041,8418615,4.0,1.0,1.0,2.7086,0.22995,0.1488,0.0363,241.6238,0.01705,60.4149,1.6858
13042,8418615,5.0,1.0,1.0,1.5190000000000001,0.2282,0.2906,0.13765,258.6678,0.05265,9.5703,1.5791
13043,8420916,0.0,1.0,1.0,0.6195,0.18655,0.1953,0.20715,52.4439,0.0623,1.8277,1.0634
13044,8420916,1.0,1.0,1.0,0.9066,0.16265,0.1667,0.1173,59.4009,0.03405,5.3262,1.4018
13045,8420916,2.0,1.0,1.0,2.2249,0.17505,0.1911,0.04875,66.3614,0.0191,27.3925,1.7083
13046,8420916,3.0,1.0,1.0,3.8065,0.3343,0.0935,0.0229,73.6742,0.00945,80.81,1.9607
13047,8420916,4.0,1.0,1.0,4.9430000000000005,0.35855,0.1338,0.0263,80.8324,0.0113,80.7984,1.8981
13048,8420916,5.0,1.0,1.0,2.9142,0.1898,0.2526,0.0551,88.1865,0.02135,29.604,1.6664
13049,8420916,6.0,1.0,0.0,2.3089,0.1842,0.5273,0.0955,94.7029,0.04875,4.901,1.2629
13050,8420916,7.0,1.0,1.0,1.3156,0.1844,0.3628,0.16435,103.0981,0.06365,3.7575,1.2111
13051,8422647,1.0,1.0,1.0,2.2374,0.1814,0.1737,0.0439,119.9686,0.0181,49.2816,1.768
13052,8422647,2.0,1.0,1.0,3.9232,0.2585,0.1801,0.0332,131.6122,0.01495,103.04299999999999,1.8980000000000001
13053,8422647,3.0,1.0,1.0,5.2086,0.3005,0.2277,0.0384,143.275,0.01575,98.8221,1.8686
13054,8422647,4.0,1.0,1.0,3.6323,0.19845,0.423,0.0789,154.9286,0.0289,35.26,1.6422
13055,8422647,5.0,1.0,1.0,2.1044,0.18465,0.5218,0.14915,166.7917,0.05375,11.5182,1.238
13056,8422647,6.0,1.0,1.0,1.6389,0.2129,0.7895,0.1898,178.68,0.13035,1.197,1.0888
13057,8422647,7.0,1.0,0.0,1.3828,0.24215,0.726,0.23199999999999998,189.6397,0.17045,1.1187,0.9908
13058,8423426,2.0,1.0,1.0,1.9181,0.19215,0.2171,0.0909,38.0272,0.0247,7.6324,1.3929
13059,8423426,3.0,1.0,1.0,1.7705,0.175,0.2888,0.08695,43.0365,0.03555,7.3467,1.1661
13060,8423426,4.0,1.0,1.0,3.1357,0.2247,0.3652,0.0767,48.3321,0.03005,6.7357,1.3709
13061,8423426,5.0,1.0,1.0,4.0594,0.2624,0.2904,0.06525,53.6258,0.02295,14.3937,1.4645
13062,8423426,6.0,1.0,1.0,2.622,0.2085,0.3782,0.07875,59.1558,0.03405,4.4022,1.321
13063,8423426,8.0,1.0,0.0,1.0248,0.1812,0.0528,0.027000000000000003,69.4601,0.01295,11.7075,2.0341
13064,8423708,0.0,1.0,1.0,1.9614,0.17075,0.2849,0.0952,123.544,0.0286,16.5983,1.5833
13065,8423708,1.0,1.0,1.0,3.153,0.22725,0.1654,0.0362,135.536,0.0149,77.622,1.8731
13066,8423708,2.0,1.0,1.0,4.7463,0.2794,0.2241,0.0404,147.4769,0.01625,91.50299999999999,1.8756
13067,8423708,3.0,1.0,1.0,4.1804,0.2438,0.2561,0.05035,159.468,0.018000000000000002,65.6687,1.8316
13068,8423708,4.0,1.0,1.0,2.4527,0.17955,0.4248,0.10295,171.6623,0.0383,21.3826,1.4353
13069,8423708,5.0,1.0,1.0,1.7014,0.2179,0.7658,0.2154,184.1078,0.1181,1.5308,1.1268
13070,8424298,0.0,1.0,1.0,1.252,0.21465,0.4811,0.32215,119.411,0.07225,1.9646,1.2224
13071,8424298,1.0,1.0,1.0,2.2028,0.1931,0.1468,0.0464,131.6542,0.0155,40.9277,1.8657
13072,8424298,2.0,1.0,1.0,3.3098,0.2347,0.1675,0.0338,144.2951,0.01495,94.8165,1.8795
13073,8424298,3.0,1.0,1.0,5.285,0.3686,0.1469,0.027000000000000003,157.0951,0.01185,156.3821,2.0989
13074,8424298,4.0,1.0,1.0,5.2569,0.34735,0.1664,0.02975,169.7688,0.01285,142.7824,1.9999
13075,8424298,5.0,1.0,1.0,3.3457,0.19345,0.46299999999999997,0.0925,182.6458,0.0335,31.2758,1.5898
13076,8424298,6.0,1.0,1.0,2.3395,0.21175,0.8444,0.1979,195.6954,0.08255,2.5138,1.1411
13077,8425211,0.0,1.0,1.0,1.4268,0.17815,0.2766,0.1005,151.7966,0.0489,12.9758,1.6911
13078,8425211,1.0,1.0,1.0,1.8767,0.18815,0.2103,0.06665,166.0684,0.02835,26.5304,1.7809
13079,8425211,2.0,1.0,1.0,2.9806,0.23725,0.1867,0.04955,180.7465,0.0185,52.453,1.8087
13080,8425211,3.0,1.0,1.0,3.1681,0.24815,0.2087,0.05525,195.4146,0.01995,45.11600000000001,1.8224
13081,8425211,4.0,1.0,1.0,3.4347,0.2362,0.3042,0.07635,210.0557,0.0259,39.0554,1.7373
13082,8425211,5.0,1.0,1.0,1.7585,0.24115,0.3441,0.18915,224.9548,0.0497,8.8239,1.4304
13083,8425633,0.0,1.0,1.0,0.6629,0.18305,0.1615,0.16465,48.1002,0.0483,2.0674,1.0884
13084,8425633,1.0,1.0,1.0,1.2283,0.15225,0.1604,0.0586,54.3208,0.0285,12.0038,1.5622
13085,8425633,2.0,1.0,1.0,2.1789,0.18275,0.17800000000000002,0.0481,60.951,0.01905,24.6739,1.6495
13086,8425633,3.0,1.0,1.0,4.0312,0.31375,0.1351,0.03075,67.5629,0.01245,53.1618,1.9140000000000001
13087,8425633,4.0,1.0,1.0,2.5226,0.1918,0.2055,0.05035,74.2349,0.01985,23.6616,1.6458
13088,8425633,5.0,1.0,1.0,1.5798,0.17735,0.3665,0.1158,81.1508,0.05115,6.9811,1.1382
13089,8426672,0.0,1.0,1.0,1.1828,0.1907,0.3716,0.2172,139.4659,0.06345,5.7947,1.3804
13090,8426672,1.0,1.0,1.0,1.8691,0.1759,0.3234,0.1092,153.9246,0.03525,17.5564,1.5787
13091,8426672,2.0,1.0,1.0,2.1912,0.1741,0.32799999999999996,0.0858,168.3859,0.0326,27.8176,1.6269999999999998
13092,8426672,3.0,1.0,1.0,3.4735,0.2555,0.1554,0.033,183.2791,0.01425,103.0846,1.9158
13093,8426672,4.0,1.0,1.0,4.7464,0.24255,0.3733,0.0617,198.0731,0.0234,73.04,1.7805
13094,8426672,5.0,1.0,1.0,3.4362,0.21165,0.4061,0.0896,212.8809,0.02975,34.2672,1.6822
13095,8426672,6.0,1.0,1.0,2.6262,0.21875,0.7378,0.2053,227.9116,0.06965,9.2851,1.1338
13096,8428095,1.0,1.0,1.0,1.3536,0.16905,0.2111,0.10400000000000001,43.8802,0.0307,6.1203,1.3743
13097,8428095,2.0,1.0,1.0,1.6274,0.1671,0.1226,0.04145,49.0437,0.0162,20.0291,1.7
13098,8428095,3.0,1.0,1.0,2.4323,0.19035,0.1722,0.04435,54.5021,0.01675,23.3671,1.7227
13099,8428095,4.0,1.0,1.0,3.1357,0.2322,0.1546,0.03595,59.85,0.0141,32.6876,1.7882
13100,8428095,5.0,1.0,1.0,2.4162,0.18185,0.342,0.0806,65.2847,0.03095,8.4712,1.3393
13101,8428095,6.0,1.0,1.0,1.9985,0.1707,0.3677,0.0821,70.877,0.03845,5.9905,1.1968
13102,8428095,8.0,1.0,1.0,0.6673,0.18915,0.2082,0.14165,81.8654,0.0674,1.7017,0.9598
13103,8429700,1.0,1.0,1.0,1.0817,0.1655,0.1261,0.0662,26.4535,0.0236,5.9229,1.4578
13104,8429700,2.0,1.0,1.0,1.8188,0.1872,0.1499,0.04915,29.9008,0.0196,10.8451,1.3882
13105,8429700,3.0,1.0,1.0,2.5991,0.2827,0.0798,0.0248,33.6654,0.01045,28.1936,1.8085
13106,8429700,4.0,1.0,1.0,3.005,0.25625,0.1413,0.03965,37.4012,0.0149,16.0484,1.4695
13107,8429700,5.0,1.0,1.0,2.5445,0.2229,0.1641,0.0476,41.1235,0.0179,12.6776,1.4678
13108,8429977,1.0,1.0,1.0,1.6223,0.1936,0.4745,0.21035,101.8076,0.05565,4.4885,1.2546
13109,8429977,2.0,1.0,1.0,1.9517,0.1798,0.2017,0.069,112.3749,0.02215,22.984,1.7268
13110,8429977,3.0,1.0,1.0,3.5962,0.24585,0.1948,0.0433,123.37799999999999,0.01625,61.9906,1.8518
13111,8429977,4.0,1.0,1.0,4.6095,0.25715,0.2874,0.05355,134.2673,0.01985,58.231,1.8407
13112,8429977,5.0,1.0,1.0,3.6067,0.2292,0.2391,0.0478,145.2885,0.01945,55.2557,1.8073
13113,8429977,6.0,1.0,1.0,2.5847,0.1949,0.7924,0.13565,156.3937,0.0719,4.2328,1.2226
13114,8431479,1.0,1.0,1.0,1.406,0.1709,0.1298,0.0492,48.483999999999995,0.02025,15.0963,1.6373
13115,8431479,2.0,1.0,1.0,2.1256,0.2205,0.1099,0.04175,54.1591,0.01445,21.7395,1.7801
13116,8431479,3.0,1.0,1.0,3.1774,0.2299,0.2142,0.05385,60.1004,0.01905,21.1517,1.5752
13117,8431479,4.0,1.0,1.0,3.2914,0.22185,0.3236,0.07405,65.9926,0.02675,13.2429,1.3980000000000001
13118,8432239,0.0,1.0,1.0,0.6879,0.1613,0.1023,0.10245,35.1093,0.0326,3.5557,1.2976
13119,8432239,1.0,1.0,1.0,1.0609,0.15425,0.0835,0.03895,39.911,0.01585,9.6043,1.7731
13120,8432239,2.0,1.0,1.0,1.8781,0.1767,0.125,0.03785,44.5592,0.0152,21.8928,1.7009
13121,8432239,3.0,1.0,1.0,2.6727,0.1922,0.2028,0.0464,49.5708,0.0184,20.9032,1.6107
13122,8432239,4.0,1.0,1.0,2.9085,0.21735,0.1538,0.03535,54.4783,0.0144,28.896,1.696
13123,8432239,5.0,1.0,1.0,2.5202,0.18975,0.2878,0.07425,59.4417,0.0253,9.2274,1.321
13124,8432800,0.0,1.0,1.0,1.1073,0.16735,0.2227,0.1315,96.4301,0.03925,6.9277,1.5746
13125,8432800,1.0,1.0,1.0,1.9934,0.18395,0.5602,0.18845,107.5843,0.05655,9.0113,1.2555
13126,8432800,2.0,1.0,1.0,2.7778,0.18225,0.3155,0.07705,118.8955,0.02505,28.7684,1.6975
13127,8432800,3.0,1.0,1.0,5.2871,0.4515,0.096,0.02135,130.5404,0.0091,159.1036,2.1693
13128,8432800,4.0,1.0,1.0,4.8123,0.3199,0.16699999999999998,0.0319,142.0741,0.01315,115.8892,1.9575
13129,8432800,5.0,1.0,1.0,2.9998,0.18695,0.3843,0.08275,153.8022,0.02875,30.4479,1.6243
13130,8432800,6.0,1.0,1.0,1.6819,0.2005,0.7349,0.1962,165.7187,0.1059,2.8289999999999997,1.1269
13131,8440248,0.0,1.0,1.0,1.1878,0.2097,0.317,0.28565,103.8512,0.0627,4.5531,1.347
13132,8440248,1.0,1.0,1.0,1.5237,0.19225,0.5667,0.24165,116.1156,0.07125,2.9927,1.2155
13133,8440248,2.0,1.0,1.0,2.3008,0.1689,0.3778,0.0972,128.0583,0.03355,23.5871,1.5304
13134,8440248,3.0,1.0,1.0,3.522,0.20885,0.2855,0.0586,140.5307,0.021,53.4506,1.8113
13135,8440248,4.0,1.0,1.0,5.7015,0.42700000000000005,0.124,0.025,152.9434,0.0105,160.7404,2.1239
13136,8440248,5.0,1.0,1.0,4.3669,0.22345,0.3759,0.067,165.3243,0.02365,49.8334,1.7886
13137,8440248,6.0,1.0,1.0,2.8747,0.2,0.6576,0.15635,177.90099999999998,0.05565,15.195,1.3028
13138,8440248,7.0,1.0,1.0,1.9745,0.19735,0.5917,0.18535,190.6864,0.07,8.0932,1.1998
13139,8445641,1.0,1.0,1.0,0.9064,0.17635,0.0654,0.04695,63.7266,0.01645,4.5731,1.8674
13140,8445641,2.0,1.0,1.0,1.8566,0.1684,0.2594,0.0732,70.9915,0.0307,17.3355,1.4477
13141,8445641,3.0,1.0,1.0,2.7254,0.2104,0.1907,0.04435,78.6418,0.01885,35.5876,1.7264
13142,8445641,4.0,1.0,1.0,3.2928,0.22215,0.2797,0.06865,86.3795,0.0229,22.0672,1.6314
13143,8445641,5.0,1.0,1.0,4.1895,0.2463,0.4434,0.09625,94.0241,0.0308,15.1018,1.4844
13144,8445641,6.0,1.0,1.0,3.1685,0.2088,0.4088,0.09425,101.9037,0.03225,14.4734,1.3903
13145,8445641,7.0,1.0,1.0,2.0253,0.18335,0.4239,0.11900000000000001,109.7722,0.04775,8.1377,1.2482
13146,8445641,9.0,1.0,0.0,1.3251,0.19895,0.1616,0.1146,124.8495,0.0249,8.269,1.5323
13147,8447092,0.0,1.0,0.0,1.0496,0.20695,0.516,0.3039,84.2825,0.0934,1.7097,1.0803
13148,8447092,2.0,1.0,1.0,2.347,0.17205,0.4764,0.1216,107.555,0.0423,14.8813,1.4115
13149,8447092,3.0,1.0,1.0,3.7256,0.22855,0.2343,0.04275,118.8364,0.0179,76.1056,1.8237
13150,8447092,4.0,1.0,1.0,6.1036,0.41905,0.1496,0.02765,130.4139,0.0118,141.8202,2.0564
13151,8447092,5.0,1.0,1.0,5.5581,0.31815,0.2324,0.0374,141.9329,0.01585,100.4561,1.8637
13152,8447092,6.0,1.0,1.0,3.9159,0.20475,0.6521,0.1177,153.5837,0.0412,21.7313,1.4317
13153,8447092,7.0,1.0,0.0,3.3233,0.2048,0.9036,0.10485,164.2233,0.06685,2.8634,1.3041
13154,8447092,8.0,1.0,1.0,1.5819,0.2374,0.5698,0.2802,177.5481,0.07375,2.6064,1.1814
13155,8447092,9.0,1.0,0.0,0.9239,0.2472,0.3854,0.3435,187.3887,0.1043,1.6006,0.9490000000000001
13156,8451486,0.0,1.0,1.0,1.4902,0.1821,0.4085,0.1965,95.0311,0.0502,5.3231,1.3127
13157,8451486,1.0,1.0,1.0,1.9125,0.1715,0.3096,0.1038,105.9383,0.03575,18.0094,1.5319999999999998
13158,8451486,2.0,1.0,1.0,3.2673,0.21735,0.205,0.0444,117.2394,0.0166,63.577,1.8319999999999999
13159,8451486,3.0,1.0,1.0,6.3422,0.43415,0.1484,0.02735,128.6317,0.0113,147.4707,2.0782
13160,8451486,4.0,1.0,1.0,4.6836,0.28235,0.2135,0.03845,140.0257,0.0154,89.2224,1.8817
13161,8451486,5.0,1.0,1.0,3.2473,0.19635,0.7592,0.14145,151.6523,0.0517,10.7483,1.3230000000000002
13162,8451486,6.0,1.0,1.0,1.975,0.19825,0.7016,0.19215,163.3848,0.07745,3.9917,1.1695
